IPAD_DB_ID,Name,Targeting-protein,Research models,Ref. Link,Molecular Formula,Molecular Weight,IUPAC Name,InChI,InChI Key,Canonical SMILES,,,,
D00306,"15-hydroxy-5,8,11,13-eicosatetraenoic acid",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12572668/,C20H32O3,320.5,"(5E,8E,11E,13E)-15-hydroxyicosa-5,8,11,13-tetraenoic acid","InChI=1S/C20H32O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h4-5,8-11,14,17,19,21H,2-3,6-7,12-13,15-16,18H2,1H3,(H,22,23)/b5-4+,10-8+,11-9+,17-14+",JSFATNQSLKRBCI-NLORQXDXSA-N,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)O,,,,
D00307,"15-hydroxy-5,8,11,13-eicosatetraenoic acid",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12746438/,C20H32O3,320.5,"(5E,8E,11E,13E)-15-hydroxyicosa-5,8,11,13-tetraenoic acid","InChI=1S/C20H32O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h4-5,8-11,14,17,19,21H,2-3,6-7,12-13,15-16,18H2,1H3,(H,22,23)/b5-4+,10-8+,11-9+,17-14+",JSFATNQSLKRBCI-NLORQXDXSA-N,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)O,,,,
D00308,"15-hydroxy-5,8,11,13-eicosatetraenoic acid",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C20H32O3,320.5,"(5E,8E,11E,13E)-15-hydroxyicosa-5,8,11,13-tetraenoic acid","InChI=1S/C20H32O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h4-5,8-11,14,17,19,21H,2-3,6-7,12-13,15-16,18H2,1H3,(H,22,23)/b5-4+,10-8+,11-9+,17-14+",JSFATNQSLKRBCI-NLORQXDXSA-N,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)O,,,,
D00309,"15-hydroxy-5,8,11,13-eicosatetraenoic acid",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/1497677/,C20H32O3,320.5,"(5E,8E,11E,13E)-15-hydroxyicosa-5,8,11,13-tetraenoic acid","InChI=1S/C20H32O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h4-5,8-11,14,17,19,21H,2-3,6-7,12-13,15-16,18H2,1H3,(H,22,23)/b5-4+,10-8+,11-9+,17-14+",JSFATNQSLKRBCI-NLORQXDXSA-N,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)O,,,,
D00310,"15-hydroxy-5,8,11,13-eicosatetraenoic acid",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15590663/,C20H32O3,320.5,"(5E,8E,11E,13E)-15-hydroxyicosa-5,8,11,13-tetraenoic acid","InChI=1S/C20H32O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h4-5,8-11,14,17,19,21H,2-3,6-7,12-13,15-16,18H2,1H3,(H,22,23)/b5-4+,10-8+,11-9+,17-14+",JSFATNQSLKRBCI-NLORQXDXSA-N,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)O,,,,
D00311,"15-hydroxy-5,8,11,13-eicosatetraenoic acid",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15591071/,C20H32O3,320.5,"(5E,8E,11E,13E)-15-hydroxyicosa-5,8,11,13-tetraenoic acid","InChI=1S/C20H32O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h4-5,8-11,14,17,19,21H,2-3,6-7,12-13,15-16,18H2,1H3,(H,22,23)/b5-4+,10-8+,11-9+,17-14+",JSFATNQSLKRBCI-NLORQXDXSA-N,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)O,,,,
D00312,"15-hydroxy-5,8,11,13-eicosatetraenoic acid",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15993441/,C20H32O3,320.5,"(5E,8E,11E,13E)-15-hydroxyicosa-5,8,11,13-tetraenoic acid","InChI=1S/C20H32O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h4-5,8-11,14,17,19,21H,2-3,6-7,12-13,15-16,18H2,1H3,(H,22,23)/b5-4+,10-8+,11-9+,17-14+",JSFATNQSLKRBCI-NLORQXDXSA-N,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)O,,,,
D00313,"15-hydroxy-5,8,11,13-eicosatetraenoic acid",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16204253/,C20H32O3,320.5,"(5E,8E,11E,13E)-15-hydroxyicosa-5,8,11,13-tetraenoic acid","InChI=1S/C20H32O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h4-5,8-11,14,17,19,21H,2-3,6-7,12-13,15-16,18H2,1H3,(H,22,23)/b5-4+,10-8+,11-9+,17-14+",JSFATNQSLKRBCI-NLORQXDXSA-N,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)O,,,,
D00314,"15-hydroxy-5,8,11,13-eicosatetraenoic acid",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16266835/,C20H32O3,320.5,"(5E,8E,11E,13E)-15-hydroxyicosa-5,8,11,13-tetraenoic acid","InChI=1S/C20H32O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h4-5,8-11,14,17,19,21H,2-3,6-7,12-13,15-16,18H2,1H3,(H,22,23)/b5-4+,10-8+,11-9+,17-14+",JSFATNQSLKRBCI-NLORQXDXSA-N,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)O,,,,
D00315,"15-hydroxy-5,8,11,13-eicosatetraenoic acid",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16325427/,C20H32O3,320.5,"(5E,8E,11E,13E)-15-hydroxyicosa-5,8,11,13-tetraenoic acid","InChI=1S/C20H32O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h4-5,8-11,14,17,19,21H,2-3,6-7,12-13,15-16,18H2,1H3,(H,22,23)/b5-4+,10-8+,11-9+,17-14+",JSFATNQSLKRBCI-NLORQXDXSA-N,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)O,,,,
D00316,"19-hydroxy-1alpha,6-diacetoxy-6,7-seco-ent-kaur-16-en-15-one-7,20-olide",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12192006/,,,,,,,,,,
D00317,"19-hydroxy-1alpha,6-diacetoxy-6,7-seco-ent-kaur-16-en-15-one-7,20-olide",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12572668/,,,,,,,,,,
D00318,"19-hydroxy-1alpha,6-diacetoxy-6,7-seco-ent-kaur-16-en-15-one-7,20-olide",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12746438/,,,,,,,,,,
D00319,"19-hydroxy-1alpha,6-diacetoxy-6,7-seco-ent-kaur-16-en-15-one-7,20-olide",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,,,,,,,,,,
D00320,"19-hydroxy-1alpha,6-diacetoxy-6,7-seco-ent-kaur-16-en-15-one-7,20-olide",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/1497677/,,,,,,,,,,
D00321,"19-hydroxy-1alpha,6-diacetoxy-6,7-seco-ent-kaur-16-en-15-one-7,20-olide",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15590663/,,,,,,,,,,
D00322,"19-hydroxy-1alpha,6-diacetoxy-6,7-seco-ent-kaur-16-en-15-one-7,20-olide",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15591071/,,,,,,,,,,
D00323,"19-hydroxy-1alpha,6-diacetoxy-6,7-seco-ent-kaur-16-en-15-one-7,20-olide",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15993441/,,,,,,,,,,
D00324,"19-hydroxy-1alpha,6-diacetoxy-6,7-seco-ent-kaur-16-en-15-one-7,20-olide",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16204253/,,,,,,,,,,
D00325,"19-hydroxy-1alpha,6-diacetoxy-6,7-seco-ent-kaur-16-en-15-one-7,20-olide",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16266835/,,,,,,,,,,
D00326,"19-hydroxy-1alpha,6-diacetoxy-6,7-seco-ent-kaur-16-en-15-one-7,20-olide",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16325427/,,,,,,,,,,
D00327,1-aminobenzotriazole,Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/22944069/,C6H6N4,134.14,benzotriazol-1-amine,"InChI=1S/C6H6N4/c7-10-6-4-2-1-3-5(6)8-9-10/h1-4H,7H2",JCXKHYLLVKZPKE-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=NN2N,,,,
D00328,1-aminobenzotriazole,Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/23047022/,C6H6N4,134.14,benzotriazol-1-amine,"InChI=1S/C6H6N4/c7-10-6-4-2-1-3-5(6)8-9-10/h1-4H,7H2",JCXKHYLLVKZPKE-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=NN2N,,,,
D00329,"1-bromo-2,5-bis(4-hydroxystyryl)benzene",Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/22944069/,,,,,,,,,,
D00330,"1-bromo-2,5-bis(4-hydroxystyryl)benzene",Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/23047022/,,,,,,,,,,
D00331,1-Butanol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/1497677/,C4H10O,74.12,butan-1-ol,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,,,,
D00332,1-Butanol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12192006/,C4H10O,74.12,butan-1-ol,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,,,,
D00333,1-Butanol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12572668/,C4H10O,74.12,butan-1-ol,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,,,,
D00334,1-Butanol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12746438/,C4H10O,74.12,butan-1-ol,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,,,,
D00335,1-Butanol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C4H10O,74.12,butan-1-ol,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,,,,
D00336,1-Butanol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15590663/,C4H10O,74.12,butan-1-ol,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,,,,
D00337,1-Butanol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15591071/,C4H10O,74.12,butan-1-ol,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,,,,
D00338,1-Butanol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15993441/,C4H10O,74.12,butan-1-ol,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,,,,
D00339,1-Butanol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16204253/,C4H10O,74.12,butan-1-ol,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,,,,
D00340,1-Butanol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16266835/,C4H10O,74.12,butan-1-ol,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,,,,
D00341,1-Butanol,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16325427/,C4H10O,74.12,butan-1-ol,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,,,,
D00342,1-Deoxynojirimycin,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/1497677/,C6H13NO4,163.17,"(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol","InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4+,5-,6-/m1/s1",LXBIFEVIBLOUGU-JGWLITMVSA-N,C1C(C(C(C(N1)CO)O)O)O,,,,
D00343,1-Deoxynojirimycin,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12192006/,C6H13NO4,163.17,"(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol","InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4+,5-,6-/m1/s1",LXBIFEVIBLOUGU-JGWLITMVSA-N,C1C(C(C(C(N1)CO)O)O)O,,,,
D00344,1-Deoxynojirimycin,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12572668/,C6H13NO4,163.17,"(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol","InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4+,5-,6-/m1/s1",LXBIFEVIBLOUGU-JGWLITMVSA-N,C1C(C(C(C(N1)CO)O)O)O,,,,
D00345,1-Deoxynojirimycin,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12746438/,C6H13NO4,163.17,"(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol","InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4+,5-,6-/m1/s1",LXBIFEVIBLOUGU-JGWLITMVSA-N,C1C(C(C(C(N1)CO)O)O)O,,,,
D00346,1-Deoxynojirimycin,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C6H13NO4,163.17,"(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol","InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4+,5-,6-/m1/s1",LXBIFEVIBLOUGU-JGWLITMVSA-N,C1C(C(C(C(N1)CO)O)O)O,,,,
D00347,1-Deoxynojirimycin,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15590663/,C6H13NO4,163.17,"(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol","InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4+,5-,6-/m1/s1",LXBIFEVIBLOUGU-JGWLITMVSA-N,C1C(C(C(C(N1)CO)O)O)O,,,,
D00348,1-Deoxynojirimycin,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15591071/,C6H13NO4,163.17,"(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol","InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4+,5-,6-/m1/s1",LXBIFEVIBLOUGU-JGWLITMVSA-N,C1C(C(C(C(N1)CO)O)O)O,,,,
D00349,1-Deoxynojirimycin,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15993441/,C6H13NO4,163.17,"(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol","InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4+,5-,6-/m1/s1",LXBIFEVIBLOUGU-JGWLITMVSA-N,C1C(C(C(C(N1)CO)O)O)O,,,,
D00350,1-Deoxynojirimycin,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16204253/,C6H13NO4,163.17,"(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol","InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4+,5-,6-/m1/s1",LXBIFEVIBLOUGU-JGWLITMVSA-N,C1C(C(C(C(N1)CO)O)O)O,,,,
D00351,1-Deoxynojirimycin,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16266835/,C6H13NO4,163.17,"(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol","InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4+,5-,6-/m1/s1",LXBIFEVIBLOUGU-JGWLITMVSA-N,C1C(C(C(C(N1)CO)O)O)O,,,,
D00352,1-Deoxynojirimycin,Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16325427/,C6H13NO4,163.17,"(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol","InChI=1S/C6H13NO4/c8-2-3-5(10)6(11)4(9)1-7-3/h3-11H,1-2H2/t3-,4+,5-,6-/m1/s1",LXBIFEVIBLOUGU-JGWLITMVSA-N,C1C(C(C(C(N1)CO)O)O)O,,,,
D00353,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12192006/,C9H5N3O2,187.15,"[1,2,4]oxadiazolo[4,3-a]quinoxalin-1-one",InChI=1S/C9H5N3O2/c13-9-12-7-4-2-1-3-6(7)10-5-8(12)11-14-9/h1-5H,LZMHWZHOZLVYDL-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=CC3=NOC(=O)N23,,,,
D00354,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12572668/,C9H5N3O2,187.15,"[1,2,4]oxadiazolo[4,3-a]quinoxalin-1-one",InChI=1S/C9H5N3O2/c13-9-12-7-4-2-1-3-6(7)10-5-8(12)11-14-9/h1-5H,LZMHWZHOZLVYDL-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=CC3=NOC(=O)N23,,,,
D00355,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12746438/,C9H5N3O2,187.15,"[1,2,4]oxadiazolo[4,3-a]quinoxalin-1-one",InChI=1S/C9H5N3O2/c13-9-12-7-4-2-1-3-6(7)10-5-8(12)11-14-9/h1-5H,LZMHWZHOZLVYDL-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=CC3=NOC(=O)N23,,,,
D00356,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C9H5N3O2,187.15,"[1,2,4]oxadiazolo[4,3-a]quinoxalin-1-one",InChI=1S/C9H5N3O2/c13-9-12-7-4-2-1-3-6(7)10-5-8(12)11-14-9/h1-5H,LZMHWZHOZLVYDL-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=CC3=NOC(=O)N23,,,,
D00357,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/1497677/,C9H5N3O2,187.15,"[1,2,4]oxadiazolo[4,3-a]quinoxalin-1-one",InChI=1S/C9H5N3O2/c13-9-12-7-4-2-1-3-6(7)10-5-8(12)11-14-9/h1-5H,LZMHWZHOZLVYDL-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=CC3=NOC(=O)N23,,,,
D00358,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15590663/,C9H5N3O2,187.15,"[1,2,4]oxadiazolo[4,3-a]quinoxalin-1-one",InChI=1S/C9H5N3O2/c13-9-12-7-4-2-1-3-6(7)10-5-8(12)11-14-9/h1-5H,LZMHWZHOZLVYDL-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=CC3=NOC(=O)N23,,,,
D00359,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15591071/,C9H5N3O2,187.15,"[1,2,4]oxadiazolo[4,3-a]quinoxalin-1-one",InChI=1S/C9H5N3O2/c13-9-12-7-4-2-1-3-6(7)10-5-8(12)11-14-9/h1-5H,LZMHWZHOZLVYDL-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=CC3=NOC(=O)N23,,,,
D00360,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/15993441/,C9H5N3O2,187.15,"[1,2,4]oxadiazolo[4,3-a]quinoxalin-1-one",InChI=1S/C9H5N3O2/c13-9-12-7-4-2-1-3-6(7)10-5-8(12)11-14-9/h1-5H,LZMHWZHOZLVYDL-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=CC3=NOC(=O)N23,,,,
D00361,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16204253/,C9H5N3O2,187.15,"[1,2,4]oxadiazolo[4,3-a]quinoxalin-1-one",InChI=1S/C9H5N3O2/c13-9-12-7-4-2-1-3-6(7)10-5-8(12)11-14-9/h1-5H,LZMHWZHOZLVYDL-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=CC3=NOC(=O)N23,,,,
D00362,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16266835/,C9H5N3O2,187.15,"[1,2,4]oxadiazolo[4,3-a]quinoxalin-1-one",InChI=1S/C9H5N3O2/c13-9-12-7-4-2-1-3-6(7)10-5-8(12)11-14-9/h1-5H,LZMHWZHOZLVYDL-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=CC3=NOC(=O)N23,,,,
D00363,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",Aβ,-,https://pubmed.ncbi.nlm.nih.gov/16325427/,C9H5N3O2,187.15,"[1,2,4]oxadiazolo[4,3-a]quinoxalin-1-one",InChI=1S/C9H5N3O2/c13-9-12-7-4-2-1-3-6(7)10-5-8(12)11-14-9/h1-5H,LZMHWZHOZLVYDL-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=CC3=NOC(=O)N23,,,,
D00364,1-methyl-3-isobutylxanthine,MAOB,-,https://pubmed.ncbi.nlm.nih.gov/21075085/,C10H14N4O2,222.24,"1-methyl-3-(2-methylpropyl)-7H-purine-2,6-dione","InChI=1S/C10H14N4O2/c1-6(2)4-14-8-7(11-5-12-8)9(15)13(3)10(14)16/h5-6H,4H2,1-3H3,(H,11,12)",APIXJSLKIYYUKG-UHFFFAOYSA-N,CC(C)CN1C2=C(C(=O)N(C1=O)C)NC=N2,,,,
D00365,1-methyl-3-isobutylxanthine,Butyrylcholinesterase (BChE),-,https://pubmed.ncbi.nlm.nih.gov/23022600/,C10H14N4O2,222.24,"1-methyl-3-(2-methylpropyl)-7H-purine-2,6-dione","InChI=1S/C10H14N4O2/c1-6(2)4-14-8-7(11-5-12-8)9(15)13(3)10(14)16/h5-6H,4H2,1-3H3,(H,11,12)",APIXJSLKIYYUKG-UHFFFAOYSA-N,CC(C)CN1C2=C(C(=O)N(C1=O)C)NC=N2,,,,
D00366,1-methyl-3-isobutylxanthine,MAOB,-,https://pubmed.ncbi.nlm.nih.gov/7816197/,C10H14N4O2,222.24,"1-methyl-3-(2-methylpropyl)-7H-purine-2,6-dione","InChI=1S/C10H14N4O2/c1-6(2)4-14-8-7(11-5-12-8)9(15)13(3)10(14)16/h5-6H,4H2,1-3H3,(H,11,12)",APIXJSLKIYYUKG-UHFFFAOYSA-N,CC(C)CN1C2=C(C(=O)N(C1=O)C)NC=N2,,,,
D00367,"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",Tau protein,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C12H15N,173.25,"1-methyl-4-phenyl-3,6-dihydro-2H-pyridine","InChI=1S/C12H15N/c1-13-9-7-12(8-10-13)11-5-3-2-4-6-11/h2-7H,8-10H2,1H3",PLRACCBDVIHHLZ-UHFFFAOYSA-N,CN1CCC(=CC1)C2=CC=CC=C2,,,,
D00368,"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",MAOB,-,https://pubmed.ncbi.nlm.nih.gov/21075085/,C12H15N,173.25,"1-methyl-4-phenyl-3,6-dihydro-2H-pyridine","InChI=1S/C12H15N/c1-13-9-7-12(8-10-13)11-5-3-2-4-6-11/h2-7H,8-10H2,1H3",PLRACCBDVIHHLZ-UHFFFAOYSA-N,CN1CCC(=CC1)C2=CC=CC=C2,,,,
D00369,"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/22944069/,C12H15N,173.25,"1-methyl-4-phenyl-3,6-dihydro-2H-pyridine","InChI=1S/C12H15N/c1-13-9-7-12(8-10-13)11-5-3-2-4-6-11/h2-7H,8-10H2,1H3",PLRACCBDVIHHLZ-UHFFFAOYSA-N,CN1CCC(=CC1)C2=CC=CC=C2,,,,
D00370,"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",MAOB,-,https://pubmed.ncbi.nlm.nih.gov/7816197/,C12H15N,173.25,"1-methyl-4-phenyl-3,6-dihydro-2H-pyridine","InChI=1S/C12H15N/c1-13-9-7-12(8-10-13)11-5-3-2-4-6-11/h2-7H,8-10H2,1H3",PLRACCBDVIHHLZ-UHFFFAOYSA-N,CN1CCC(=CC1)C2=CC=CC=C2,,,,
D00371,"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",Acetylcholinesterase (AChE),-,https://pubmed.ncbi.nlm.nih.gov/23047022/,C12H15N,173.25,"1-methyl-4-phenyl-3,6-dihydro-2H-pyridine","InChI=1S/C12H15N/c1-13-9-7-12(8-10-13)11-5-3-2-4-6-11/h2-7H,8-10H2,1H3",PLRACCBDVIHHLZ-UHFFFAOYSA-N,CN1CCC(=CC1)C2=CC=CC=C2,,,,
D00372,1-methyl-4-phenylpyridinium,Tau protein,-,https://pubmed.ncbi.nlm.nih.gov/12852432/,C12H12N+,170.23,1-methyl-4-phenylpyridin-1-ium,"InChI=1S/C12H12N/c1-13-9-7-12(8-10-13)11-5-3-2-4-6-11/h2-10H,1H3/q+1",FMGYKKMPNATWHP-UHFFFAOYSA-N,C[N+]1=CC=C(C=C1)C2=CC=CC=C2,,,,
D00373,1-methyl-4-phenylpyridinium,MAOB,-,https://pubmed.ncbi.nlm.nih.gov/21075085/,C12H12N+,170.23,1-methyl-4-phenylpyridin-1-ium,"InChI=1S/C12H12N/c1-13-9-7-12(8-10-13)11-5-3-2-4-6-11/h2-10H,1H3/q+1",FMGYKKMPNATWHP-UHFFFAOYSA-N,C[N+]1=CC=C(C=C1)C2=CC=CC=C2,,,,
